id,upso_num,upso_name,dong_name,address,area,tell_num,upjong,code,item,price,check_date,gu_name
1,1.42E+12,바닐라포토스튜디오,중화동,서울특별시 중랑구 동일로 838 (중화동),,439-6344,기타서비스,1.42E+12,사진 촬영료,15000,00:00.0,중랑구
2,1.42E+12,바닐라포토스튜디오,중화동,서울특별시 중랑구 동일로 838 (중화동),,439-6344,기타서비스,1.42E+12,사진 인화료,400,00:00.0,중랑구
3,1.54E+12,스시최,합정동,서울특별시 마포구 독막로8길 23 (합정동),,02-3144-1320,일식,1.42E+12,생선초밥,10000,00:00.0,마포구
4,1.46E+12,서울노래방,중화동,서울특별시 중랑구 중랑역로 42 (중화동),,02-495-4251,기타서비스,1.42E+12,노래방 이용료,25000,00:00.0,중랑구
5,1.42E+12,디지털동부,중화동,서울특별시 중랑구 봉화산로 81 (중화동),,02-493-1568,기타서비스,1.42E+12,사진 촬영료,15000,00:00.0,중랑구
6,1.42E+12,디지털동부,중화동,서울특별시 중랑구 봉화산로 81 (중화동),,02-493-1568,기타서비스,1.42E+12,사진 인화료,400,00:00.0,중랑구
7,1.42E+12,원칼라사진관,중화동,서울특별시 중랑구 동일로 778 (중화동 차돌체육관),,02-496-6229,기타서비스,1.42E+12,사진 촬영료,17000,00:00.0,중랑구
8,1.42E+12,원칼라사진관,중화동,서울특별시 중랑구 동일로 778 (중화동 차돌체육관),,02-496-6229,기타서비스,1.42E+12,사진 인화료,400,00:00.0,중랑구
9,1.42E+12,J&amp;A골프스쿨,중화동,서울특별시 중랑구 동일로 752 (중화동 중화한신아파트),0,495-4971,기타서비스,1.42E+12,골프연습장 이용료,130000,00:00.0,중랑구
10,1.42E+12,sbs노래연습장,중화동,서울특별시 중랑구 동일로 836 지층 (중화동),,0,기타서비스,1.42E+12,노래방 이용료,25000,00:00.0,중랑구
11,1.51E+12,정예수선,중화동,서울특별시 중랑구 동일로126길 14 (중화동),,02-433-4225,기타서비스,1.42E+12,의복수선료,4000,00:00.0,중랑구
12,1.46E+12,옥이노래방,중화동,서울특별시 중랑구 중랑역로 127 (중화동 토담한의원),,02-0000-0000,기타서비스,1.42E+12,노래방 이용료,20000,00:00.0,중랑구
13,1.51E+12,경훈이네옷수선,중화동,서울특별시 중랑구 동일로130길 69 (중화동),,,기타서비스,1.42E+12,의복수선료,4000,00:00.0,중랑구
14,1.42E+12,열린노래방,중화동,서울특별시 중랑구 동일로 762 지층 (중화동),90,02-493-7836,기타서비스,1.42E+12,노래방 이용료,25000,00:00.0,중랑구
15,1.42E+12,중화노래방,중화동,서울특별시 중랑구 동일로130길 16 지층 (중화동),,02-432-3153,기타서비스,1.42E+12,노래방 이용료,25000,00:00.0,중랑구
16,1.46E+12,춘자노래방,중화동,서울특별시 중랑구 봉화산로 34 (중화동),,02-0000-0000,기타서비스,1.42E+12,노래방 이용료,20000,00:00.0,중랑구
17,1.42E+12,앵콜노래방,중화동,서울특별시 중랑구 동일로 756 (중화동),0,02-0000-0000,기타서비스,1.42E+12,노래방 이용료,25000,00:00.0,중랑구
18,1.42E+12,미미세탁,중화동,서울특별시 중랑구 동일로136길 25 (중화동),,02-463-1786,기타서비스,1.42E+12,의복수선료,4000,00:00.0,중랑구
19,1.42E+12,우리식당,합정동,서울특별시 마포구 어울마당로 17-1 (합정동),26,322-2555,한식,1.42E+12,삼겹살,12000,00:00.0,마포구
20,1.42E+12,불타는삼겹살,봉천동,서울특별시 관악구 은천로 114 (봉천동),,02-878-8071,한식,1.42E+12,갈비탕,7000,00:00.0,관악구
21,1.42E+12,미미세탁,중화동,서울특별시 중랑구 동일로136길 25 (중화동),,02-463-1786,세탁업,1.42E+12,양복 세탁료,8000,00:00.0,중랑구
22,1.42E+12,크린토피아,중화동,서울특별시 중랑구 동일로 752 (중화동 중화한신아파트),,02-2209-0961,기타서비스,1.42E+12,의복수선료,5000,00:00.0,중랑구
23,1.42E+12,크린토피아,중화동,서울특별시 중랑구 동일로 752 (중화동 중화한신아파트),,02-2209-0961,세탁업,1.42E+12,양복 세탁료,5400,00:00.0,중랑구
24,1.42E+12,영신컴퓨터세탁,중화동,서울특별시 중랑구 상봉중앙로5길 38 (중화동),29,02-434-2909,기타서비스,1.42E+12,의복수선료,5000,00:00.0,중랑구
25,1.42E+12,영신컴퓨터세탁,중화동,서울특별시 중랑구 상봉중앙로5길 38 (중화동),29,02-434-2909,세탁업,1.42E+12,양복 세탁료,8000,00:00.0,중랑구
26,1.55E+12,개울가의빨래터,중화동,서울특별시 중랑구 동일로140길 16 (중화동 감로빌딩),,02-495-9022,세탁업,1.42E+12,양복 세탁료,8000,00:00.0,중랑구
27,1.55E+12,개울가의빨래터,중화동,서울특별시 중랑구 동일로140길 16 (중화동 감로빌딩),,02-495-9022,세탁업,1.48E+12,의복수선료,4000,00:00.0,중랑구
28,1.42E+12,한독세탁,중화동,서울특별시 중랑구 동일로 752 (중화동 중화한신아파트),,433-2058,기타서비스,1.42E+12,의복수선료,4000,00:00.0,중랑구
29,1.42E+12,한독세탁,중화동,서울특별시 중랑구 동일로 752 (중화동 중화한신아파트),,433-2058,세탁업,1.42E+12,양복 세탁료,6000,00:00.0,중랑구
30,1.42E+12,금성세탁,중화동,서울특별시 중랑구 동일로130길 19 (중화동),21,02-435-9994,기타서비스,1.42E+12,의복수선료,5000,00:00.0,중랑구
31,1.42E+12,금성세탁,중화동,서울특별시 중랑구 동일로130길 19 (중화동),21,02-435-9994,세탁업,1.42E+12,양복 세탁료,8000,00:00.0,중랑구
32,1.42E+12,부흥세탁,중화동,서울특별시 중랑구 봉화산로21길 14-7 (중화동),,433-3762,기타서비스,1.42E+12,의복수선료,4000,00:00.0,중랑구
33,1.42E+12,부흥세탁,중화동,서울특별시 중랑구 봉화산로21길 14-7 (중화동),,433-3762,세탁업,1.42E+12,양복 세탁료,8000,00:00.0,중랑구
34,1.42E+12,김밥친구,봉천동,서울특별시 관악구 관악로 211 (봉천동),,878-1352,한식,1.42E+12,조리라면,3000,00:00.0,관악구
35,1.42E+12,명품 옷수선 전문,중화동,서울특별시 중랑구 동일로144길 8 (중화동),,,기타서비스,1.42E+12,의복수선료,4000,00:00.0,중랑구
36,1.42E+12,화랑사,중화동,서울특별시 중랑구 동일로144가길 2 (중화동),,02-493-6995,기타서비스,1.42E+12,의복수선료,5000,00:00.0,중랑구
37,1.42E+12,화랑사,중화동,서울특별시 중랑구 동일로144가길 2 (중화동),,02-493-6995,세탁업,1.42E+12,양복 세탁료,8000,00:00.0,중랑구
38,1.42E+12,김밥친구,봉천동,서울특별시 관악구 관악로 211 (봉천동),,878-1352,한식,1.42E+12,김치찌개 백반,5500,00:00.0,관악구
39,1.42E+12,동아세탁소,중화동,서울특별시 중랑구 동일로130길 52 (중화동),,02-493-4561,기타서비스,1.42E+12,의복수선료,5000,00:00.0,중랑구
40,1.42E+12,동아세탁소,중화동,서울특별시 중랑구 동일로130길 52 (중화동),,02-493-4561,세탁업,1.42E+12,양복 세탁료,8000,00:00.0,중랑구
41,1.42E+12,한신세탁,중화동,서울특별시 중랑구 동일로 752 (중화동 중화한신아파트),,02-496-9610,기타서비스,1.42E+12,의복수선료,4000,00:00.0,중랑구
42,1.42E+12,한신세탁,중화동,서울특별시 중랑구 동일로 752 (중화동 중화한신아파트),,02-496-9610,세탁업,1.42E+12,양복 세탁료,6000,00:00.0,중랑구
43,1.42E+12,목화세탁소,중화동,서울특별시 중랑구 봉화산로27길 14 (중화동),,435-9452,기타서비스,1.42E+12,의복수선료,4000,00:00.0,중랑구
44,1.42E+12,목화세탁소,중화동,서울특별시 중랑구 봉화산로27길 14 (중화동),,435-9452,세탁업,1.42E+12,양복 세탁료,8000,00:00.0,중랑구
45,1.55E+12,은하이발관,중화동,서울특별시 중랑구 봉화산로27나길 4 (중화동),,,이용업,1.42E+12,이용료(커트),10000,00:00.0,중랑구
46,1.42E+12,은성헤어샵,중화동,서울특별시 중랑구 동일로130길 57 (중화동),25,02-435-0388,이용업,1.42E+12,이용료(커트),5000,00:00.0,중랑구
47,1.45E+12,착한이발,중화동,서울특별시 중랑구 봉화산로 54 (중화동),,02-0000-0000,이용업,1.42E+12,이용료(커트),5000,00:00.0,중랑구
48,1.42E+12,마샬헤어아트,중화동,서울특별시 중랑구 봉화산로21길 14-7 (중화동),,02-492-5247,미용업,1.42E+12,미용료 (파마),25000,00:00.0,중랑구
49,1.42E+12,마샬헤어아트,중화동,서울특별시 중랑구 봉화산로21길 14-7 (중화동),,02-492-5247,미용업,1.42E+12,미용료 (커트),10000,00:00.0,중랑구
50,1.51E+12,에덴헤어,중화동,서울특별시 중랑구 동일로 826 (중화동),,02-6052-1599,미용업,1.42E+12,미용료 (파마),30000,00:00.0,중랑구
51,1.51E+12,에덴헤어,중화동,서울특별시 중랑구 동일로 826 (중화동),,02-6052-1599,미용업,1.42E+12,미용료 (커트),12000,00:00.0,중랑구
52,1.44E+12,코코헤어,중화동,서울특별시 중랑구 동일로130길 25 (중화동),,070-8276-5480,미용업,1.42E+12,미용료 (파마),40000,00:00.0,중랑구
53,1.44E+12,코코헤어,중화동,서울특별시 중랑구 동일로130길 25 (중화동),,070-8276-5480,미용업,1.42E+12,미용료 (커트),10000,00:00.0,중랑구
54,1.42E+12,아람미용실,중화동,서울특별시 중랑구 동일로144길 14 (중화동),,492-9385,미용업,1.42E+12,미용료 (파마),30000,00:00.0,중랑구
55,1.42E+12,아람미용실,중화동,서울특별시 중랑구 동일로144길 14 (중화동),,492-9385,미용업,1.42E+12,미용료 (커트),8000,00:00.0,중랑구
56,1.42E+12,유엔아이미용실,중화동,서울특별시 중랑구 봉화산로 81 (중화동),,02-496-7369,미용업,1.42E+12,미용료 (파마),40000,00:00.0,중랑구
57,1.42E+12,유엔아이미용실,중화동,서울특별시 중랑구 봉화산로 81 (중화동),,02-496-7369,미용업,1.42E+12,미용료 (커트),12000,00:00.0,중랑구
58,1.44E+12,민헤어,중화동,서울특별시 중랑구 봉화산로27길 11 (중화동 정우빌라),,,미용업,1.42E+12,미용료 (파마),30000,00:00.0,중랑구
59,1.44E+12,민헤어,중화동,서울특별시 중랑구 봉화산로27길 11 (중화동 정우빌라),,,미용업,1.42E+12,미용료 (커트),10000,00:00.0,중랑구
60,1.42E+12,동화미용실,중화동,서울특별시 중랑구 동일로126길 14 (중화동),,02-433-1346,미용업,1.42E+12,미용료 (파마),50000,00:00.0,중랑구
61,1.42E+12,동화미용실,중화동,서울특별시 중랑구 동일로126길 14 (중화동),,02-433-1346,미용업,1.42E+12,미용료 (커트),20000,00:00.0,중랑구
62,1.42E+12,지오헤어갤러리,중화동,서울특별시 중랑구 동일로 752 (중화동 중화한신아파트),,02-491-7789,미용업,1.42E+12,미용료 (파마),40000,00:00.0,중랑구
63,1.42E+12,지오헤어갤러리,중화동,서울특별시 중랑구 동일로 752 (중화동 중화한신아파트),,02-491-7789,미용업,1.42E+12,미용료 (커트),10000,00:00.0,중랑구
64,1.42E+12,명품헤어,중화동,서울특별시 중랑구 동일로130길 10 (중화동),,02-433-3488,미용업,1.42E+12,미용료 (파마),25000,00:00.0,중랑구
65,1.42E+12,명품헤어,중화동,서울특별시 중랑구 동일로130길 10 (중화동),,02-433-3488,미용업,1.42E+12,미용료 (커트),10000,00:00.0,중랑구
66,1.44E+12,헤어펠리스,중화동,서울특별시 중랑구 동일로 812 (중화동 진성빌딩),,02-433-5833,미용업,1.42E+12,미용료 (파마),30000,00:00.0,중랑구
67,1.44E+12,헤어펠리스,중화동,서울특별시 중랑구 동일로 812 (중화동 진성빌딩),,02-433-5833,미용업,1.42E+12,미용료 (커트),15000,00:00.0,중랑구
68,1.42E+12,김스헤어센스,중화동,서울특별시 중랑구 동일로136길 25 (중화동),,496-8344,미용업,1.42E+12,미용료 (파마),40000,00:00.0,중랑구
69,1.42E+12,김스헤어센스,중화동,서울특별시 중랑구 동일로136길 25 (중화동),,496-8344,미용업,1.42E+12,미용료 (커트),15000,00:00.0,중랑구
70,1.55E+12,로이드밤헤어,중화동,서울특별시 중랑구 동일로 802 (중화동 대신빌딩),,222092005,미용업,1.42E+12,미용료 (파마),33000,00:00.0,중랑구
71,1.55E+12,로이드밤헤어,중화동,서울특별시 중랑구 동일로 802 (중화동 대신빌딩),,222092005,미용업,1.42E+12,미용료 (커트),12000,00:00.0,중랑구
72,1.42E+12,가위손미용실,중화동,서울특별시 중랑구 동일로140길 15 (중화동),,2209-9635,미용업,1.42E+12,미용료 (파마),30000,00:00.0,중랑구
73,1.42E+12,가위손미용실,중화동,서울특별시 중랑구 동일로140길 15 (중화동),,2209-9635,미용업,1.42E+12,미용료 (커트),12000,00:00.0,중랑구
74,1.46E+12,Salon de choi (초이헤어),중화동,서울특별시 중랑구 동일로130길 14 (중화동 카라빌딩),,02-491-3100,미용업,1.42E+12,미용료 (파마),40000,00:00.0,중랑구
75,1.46E+12,Salon de choi (초이헤어),중화동,서울특별시 중랑구 동일로130길 14 (중화동 카라빌딩),,02-491-3100,미용업,1.42E+12,미용료 (커트),15000,00:00.0,중랑구
76,1.42E+12,김지영헤어리더,중화동,서울특별시 중랑구 봉화산로 55 (중화동),,02-492-7461,미용업,1.42E+12,미용료 (파마),30000,00:00.0,중랑구
77,1.42E+12,김지영헤어리더,중화동,서울특별시 중랑구 봉화산로 55 (중화동),,02-492-7461,미용업,1.42E+12,미용료 (커트),13000,00:00.0,중랑구
78,1.59E+12,그집미용실,중화동,서울특별시 중랑구 중랑천로30길 46 (중화동 이담펠리스),,02-000-000,미용업,1.42E+12,미용료 (파마),15000,00:00.0,중랑구
79,1.59E+12,그집미용실,중화동,서울특별시 중랑구 중랑천로30길 46 (중화동 이담펠리스),,02-000-000,미용업,1.42E+12,미용료 (커트),8000,00:00.0,중랑구
80,1.52E+12,은영헤어샵,중화동,서울특별시 중랑구 동일로130길 38 (중화동),,02-452-0607,미용업,1.42E+12,미용료 (파마),30000,00:00.0,중랑구
81,1.52E+12,은영헤어샵,중화동,서울특별시 중랑구 동일로130길 38 (중화동),,02-452-0607,미용업,1.42E+12,미용료 (커트),10000,00:00.0,중랑구
82,1.42E+12,권지은헤어스케치,중화동,서울특별시 중랑구 봉화산로 102 (중화동),,02-432-7435,미용업,1.42E+12,미용료 (파마),30000,00:00.0,중랑구
83,1.42E+12,권지은헤어스케치,중화동,서울특별시 중랑구 봉화산로 102 (중화동),,02-432-7435,미용업,1.42E+12,미용료 (커트),12000,00:00.0,중랑구
84,1.42E+12,헤어SS,중화동,서울특별시 중랑구 동일로130길 50 (중화동),,491-0063,미용업,1.42E+12,미용료 (파마),35000,00:00.0,중랑구
85,1.42E+12,헤어SS,중화동,서울특별시 중랑구 동일로130길 50 (중화동),,491-0063,미용업,1.42E+12,미용료 (커트),12000,00:00.0,중랑구
86,1.42E+12,박지민헤어,중화동,서울특별시 중랑구 봉화산로 57 (중화동),,02-491-0555,미용업,1.42E+12,미용료 (파마),40000,00:00.0,중랑구
87,1.42E+12,박지민헤어,중화동,서울특별시 중랑구 봉화산로 57 (중화동),,02-491-0555,미용업,1.42E+12,미용료 (커트),16000,00:00.0,중랑구
88,1.42E+12,헬로펌헤어살롱,중화동,서울특별시 중랑구 동일로130길 36 (중화동),,02-432-8086,미용업,1.42E+12,미용료 (파마),30000,00:00.0,중랑구
89,1.42E+12,헬로펌헤어살롱,중화동,서울특별시 중랑구 동일로130길 36 (중화동),,02-432-8086,미용업,1.42E+12,미용료 (커트),8000,00:00.0,중랑구
90,1.55E+12,미용 1,중화동,서울특별시 중랑구 봉화산로 74-1 (중화동),,02-433-4030,미용업,1.42E+12,미용료 (파마),30000,00:00.0,중랑구
91,1.55E+12,미용 1,중화동,서울특별시 중랑구 봉화산로 74-1 (중화동),,02-433-4030,미용업,1.42E+12,미용료 (커트),12000,00:00.0,중랑구
92,1.52E+12,조은미용실,중화동,서울특별시 중랑구 봉화산로26길 26 (중화동 환희피아노),,02-439-1854,미용업,1.42E+12,미용료 (파마),30000,00:00.0,중랑구
93,1.52E+12,조은미용실,중화동,서울특별시 중랑구 봉화산로26길 26 (중화동 환희피아노),,02-439-1854,미용업,1.42E+12,미용료 (커트),10000,00:00.0,중랑구
94,1.53E+12,오헤어,중화동,서울특별시 중랑구 봉화산로20길 36 (중화동 시온쇼핑),,02-439-0410,미용업,1.42E+12,미용료 (파마),25000,00:00.0,중랑구
95,1.53E+12,오헤어,중화동,서울특별시 중랑구 봉화산로20길 36 (중화동 시온쇼핑),,02-439-0410,미용업,1.42E+12,미용료 (커트),5000,00:00.0,중랑구
96,1.59E+12,마마,중화동,서울특별시 중랑구 중랑역로3나길 51 (중화동),,,미용업,1.42E+12,미용료 (파마),20000,00:00.0,중랑구
97,1.59E+12,마마,중화동,서울특별시 중랑구 중랑역로3나길 51 (중화동),,,미용업,1.42E+12,미용료 (커트),10000,00:00.0,중랑구
98,1.42E+12,카리스헤어,중화동,서울특별시 중랑구 동일로130길 28 (중화동),,02-432-0042,미용업,1.42E+12,미용료 (파마),30000,00:00.0,중랑구
99,1.42E+12,카리스헤어,중화동,서울특별시 중랑구 동일로130길 28 (중화동),,02-432-0042,미용업,1.42E+12,미용료 (커트),12000,00:00.0,중랑구
100,1.42E+12,임유앵헤어아트,중화동,서울특별시 중랑구 봉화산로 93 (중화동),,02-436-5034,미용업,1.42E+12,미용료 (파마),30000,00:00.0,중랑구
101,1.42E+12,임유앵헤어아트,중화동,서울특별시 중랑구 봉화산로 93 (중화동),,02-436-5034,미용업,1.42E+12,미용료 (커트),12000,00:00.0,중랑구
102,1.42E+12,보원 헤어,중화동,서울특별시 중랑구 동일로130길 71 (중화동),,,미용업,1.42E+12,미용료 (파마),17000,00:00.0,중랑구
103,1.42E+12,보원 헤어,중화동,서울특별시 중랑구 동일로130길 71 (중화동),,,미용업,1.42E+12,미용료 (커트),5000,00:00.0,중랑구
104,1.42E+12,다인헤어,중화동,서울특별시 중랑구 동일로 838 (중화동),0,02-433-2999,미용업,1.42E+12,미용료 (파마),30000,00:00.0,중랑구
105,1.42E+12,다인헤어,중화동,서울특별시 중랑구 동일로 838 (중화동),0,02-433-2999,미용업,1.42E+12,미용료 (커트),10000,00:00.0,중랑구
106,1.42E+12,헤어플랜J,중화동,서울특별시 중랑구 동일로 770 1층 (중화동),,02-439-2356,미용업,1.42E+12,미용료 (파마),40000,00:00.0,중랑구
107,1.42E+12,헤어플랜J,중화동,서울특별시 중랑구 동일로 770 1층 (중화동),,02-439-2356,미용업,1.42E+12,미용료 (커트),15000,00:00.0,중랑구
108,1.42E+12,미다듬 헤어 휠,중화동,서울특별시 중랑구 동일로138길 5 (중화동),,02-495-6349,미용업,1.42E+12,미용료 (파마),30000,00:00.0,중랑구
109,1.42E+12,미다듬 헤어 휠,중화동,서울특별시 중랑구 동일로138길 5 (중화동),,02-495-6349,미용업,1.42E+12,미용료 (커트),13000,00:00.0,중랑구
110,1.53E+12,커피발아,중화동,서울특별시 중랑구 동일로 826 (중화동),,02-6494-1982,다방업,1.42E+12,커피(외식),2500,00:00.0,중랑구
111,1.52E+12,이유,중화동,서울특별시 중랑구 동일로126길 51 (중화동),,070-7763-0937,다방업,1.42E+12,다방 국산차(녹차),3000,00:00.0,중랑구
112,1.52E+12,이유,중화동,서울특별시 중랑구 동일로126길 51 (중화동),,070-7763-0937,다방업,1.42E+12,커피(외식),2000,00:00.0,중랑구
113,1.42E+12,까페뜨란,중화동,서울특별시 중랑구 동일로138길 9 (중화동),,070-8252-0535,다방업,1.42E+12,커피(외식),3500,00:00.0,중랑구
114,1.42E+12,커피하루,중화동,서울특별시 중랑구 봉화산로 65 (중화동 동산빌딩),,02-6404-4025,다방업,1.42E+12,커피(외식),3000,00:00.0,중랑구
115,1.53E+12,VRC,중화동,서울특별시 중랑구 동일로 830 (중화동),,1833-5713,다방업,1.42E+12,커피(외식),2500,00:00.0,중랑구
116,1.51E+12,제일호프.커피,중화동,서울특별시 중랑구 동일로 774 (중화동),,02-434-9635,다방업,1.42E+12,다방 국산차(녹차),3000,00:00.0,중랑구
117,1.51E+12,제일호프.커피,중화동,서울특별시 중랑구 동일로 774 (중화동),,02-434-9635,다방업,1.42E+12,커피(외식),3000,00:00.0,중랑구
118,1.42E+12,CAFE LAVITA,중화동,서울특별시 중랑구 동일로 778 (중화동) 1층,,02-432-6678,다방업,1.42E+12,다방 국산차(녹차),3000,00:00.0,중랑구
119,1.42E+12,CAFE LAVITA,중화동,서울특별시 중랑구 동일로 778 (중화동) 1층,,02-432-6678,다방업,1.42E+12,커피(외식),2500,00:00.0,중랑구
120,1.46E+12,밀밭,중화동,서울특별시 중랑구 동일로 838 (중화동),,02-495-3311,다방업,1.42E+12,다방 국산차(녹차),3000,00:00.0,중랑구
121,1.46E+12,밀밭,중화동,서울특별시 중랑구 동일로 838 (중화동),,02-495-3311,다방업,1.42E+12,커피(외식),3000,00:00.0,중랑구
122,1.42E+12,차칸커피,중화동,서울특별시 중랑구 봉화산로 66 (중화동),,02-2209-2301,다방업,1.42E+12,커피(외식),2700,00:00.0,중랑구
123,1.55E+12,토끼를따라간앨리스,중화동,서울특별시 중랑구 동일로130길 50 (중화동),,02-5286-6894,다방업,1.42E+12,다방 국산차(녹차),3800,00:00.0,중랑구
124,1.55E+12,토끼를따라간앨리스,중화동,서울특별시 중랑구 동일로130길 50 (중화동),,02-5286-6894,다방업,1.42E+12,커피(외식),2800,00:00.0,중랑구
125,1.53E+12,에덴커피,중화동,서울특별시 중랑구 동일로 770 (중화동 태능제일의원),,02-0000-0000,다방업,1.42E+12,커피(외식),2000,00:00.0,중랑구
126,1.53E+12,순수치킨,중화동,서울특별시 중랑구 봉화산로 101-1 (중화동 롯데하이마트),,02-438-3392,기타음식업,1.42E+12,치킨,16000,00:00.0,중랑구
127,1.55E+12,Mom&apos;s Touch,중화동,서울특별시 중랑구 동일로 812 (중화동 진성빌딩),,02-433-3309,기타음식업,1.42E+12,치킨,17000,00:00.0,중랑구
128,1.55E+12,Mom&apos;s Touch,중화동,서울특별시 중랑구 동일로 812 (중화동 진성빌딩),,02-433-3309,기타음식업,1.42E+12,햄버거,3500,00:00.0,중랑구
129,1.44E+12,굽네치킨,중화동,서울특별시 중랑구 동일로 760 (중화동),,02-492-8294,기타음식업,1.42E+12,치킨,17000,00:00.0,중랑구
130,1.46E+12,굽모닝 닭오리 바베큐,중화동,서울특별시 중랑구 동일로 836 (중화동),,02-437-9922,기타음식업,1.42E+12,치킨,17000,00:00.0,중랑구
131,1.55E+12,홍미닭발,중화동,서울특별시 중랑구 동일로130길 31 (중화동),,02-2209-6092,기타음식업,1.42E+12,치킨,12000,00:00.0,중랑구
132,1.52E+12,롯데리아중화역점,중화동,서울특별시 중랑구 동일로 802 (중화동 대신빌딩),,02-496-8028,다방업,1.42E+12,커피(외식),2000,00:00.0,중랑구
133,1.52E+12,롯데리아중화역점,중화동,서울특별시 중랑구 동일로 802 (중화동 대신빌딩),,02-496-8028,기타음식업,1.42E+12,햄버거,2300,00:00.0,중랑구
134,1.51E+12,파파존스피자,중화동,서울특별시 중랑구 동일로 836 (중화동),,02-434-8863,기타음식업,1.42E+12,피자,26500,00:00.0,중랑구
135,1.44E+12,이서방양념치킨,중화동,서울특별시 중랑구 봉화산로 98 (중화동),,02-492-2074,기타음식업,1.42E+12,치킨,16000,00:00.0,중랑구
136,1.47E+12,가토참치,중화동,서울특별시 중랑구 동일로 762 (중화동),,02-432-6777,일식,1.42E+12,생선초밥,12000,00:00.0,중랑구
137,1.53E+12,스시眞,중화동,서울특별시 중랑구 봉화산로 53 (중화동),,02-2207-4475,일식,1.42E+12,생선초밥,12000,00:00.0,중랑구
138,1.51E+12,모참치,중화동,서울특별시 중랑구 동일로 810 (중화동),,02-2208-3737,일식,1.42E+12,생선초밥,20000,00:00.0,중랑구
139,1.42E+12,피자스쿨,중화동,서울특별시 중랑구 동일로 806 (중화동),,02-482-1082,기타음식업,1.42E+12,피자,7000,00:00.0,중랑구
140,1.42E+12,미스터피자,중화동,서울특별시 중랑구 동일로 808 2층 (중화동),0,02-972-7479,기타음식업,1.42E+12,피자,17900,00:00.0,중랑구
141,1.59E+12,생삼겹살부대찌개전주식당,중화동,서울특별시 중랑구 동일로129길 35 (중화동 태능에셈빌),,02-962-2626,한식,1.42E+12,된장찌개 백반,7000,00:00.0,중랑구
142,1.59E+12,생삼겹살부대찌개전주식당,중화동,서울특별시 중랑구 동일로129길 35 (중화동 태능에셈빌),,02-962-2626,한식,1.42E+12,김치찌개 백반,7000,00:00.0,중랑구
143,1.42E+12,우마루,중화동,서울특별시 중랑구 동일로 768 (중화동),,434-7123,한식,1.42E+12,갈비탕,7000,00:00.0,중랑구
144,1.42E+12,우마루,중화동,서울특별시 중랑구 동일로 768 (중화동),,434-7123,한식,1.42E+12,삼겹살,11000,00:00.0,중랑구
145,1.42E+12,우마루,중화동,서울특별시 중랑구 동일로 768 (중화동),,434-7123,한식,1.42E+12,냉면(물),5000,00:00.0,중랑구
146,1.42E+12,우마루,중화동,서울특별시 중랑구 동일로 768 (중화동),,434-7123,한식,1.42E+12,불고기,10000,00:00.0,중랑구
147,1.42E+12,우마루,중화동,서울특별시 중랑구 동일로 768 (중화동),,434-7123,한식,1.42E+12,쇠고기(외식),25000,00:00.0,중랑구
148,1.42E+12,옛마을 오리더덕구이,중화동,서울특별시 중랑구 봉화산로27길 3 (중화동),,02-2209-0505,한식,1.42E+12,삼계탕,12000,00:00.0,중랑구
149,1.42E+12,옛마을 오리더덕구이,중화동,서울특별시 중랑구 봉화산로27길 3 (중화동),,02-2209-0505,한식,1.42E+12,삼겹살,12000,00:00.0,중랑구
150,1.59E+12,고향식당,중화동,서울특별시 중랑구 동일로129길 43 (중화동 중화동교회),,02-2207-8050,한식,1.42E+12,삼겹살,12000,00:00.0,중랑구
151,1.59E+12,고향식당,중화동,서울특별시 중랑구 동일로129길 43 (중화동 중화동교회),,02-2207-8050,한식,1.42E+12,김치찌개 백반,7000,00:00.0,중랑구
152,1.46E+12,계룡식당,중화동,서울특별시 중랑구 동일로130길 43 (중화동 다훈독서실),,02-435-3421,한식,1.42E+12,된장찌개 백반,6000,00:00.0,중랑구
153,1.46E+12,계룡식당,중화동,서울특별시 중랑구 동일로130길 43 (중화동 다훈독서실),,02-435-3421,한식,1.42E+12,삼겹살,13000,00:00.0,중랑구
154,1.42E+12,가문솥밥,중화동,서울특별시 중랑구 동일로 836 (중화동),,02-434-9933,한식,1.42E+12,삼계탕,13000,00:00.0,중랑구
155,1.42E+12,가문솥밥,중화동,서울특별시 중랑구 동일로 836 (중화동),,02-434-9933,한식,1.42E+12,불고기,10000,00:00.0,중랑구
156,1.44E+12,즉석우동 전문점,중화동,서울특별시 중랑구 동일로 774 (중화동),,02-433-5188,한식,1.42E+12,된장찌개 백반,5500,00:00.0,중랑구
157,1.44E+12,즉석우동 전문점,중화동,서울특별시 중랑구 동일로 774 (중화동),,02-433-5188,한식,1.42E+12,조리라면,3000,00:00.0,중랑구
158,1.44E+12,즉석우동 전문점,중화동,서울특별시 중랑구 동일로 774 (중화동),,02-433-5188,중식,1.42E+12,자장면,3900,00:00.0,중랑구
159,1.44E+12,즉석우동 전문점,중화동,서울특별시 중랑구 동일로 774 (중화동),,02-433-5188,한식,1.42E+12,냉면(물),5500,00:00.0,중랑구
160,1.44E+12,즉석우동 전문점,중화동,서울특별시 중랑구 동일로 774 (중화동),,02-433-5188,한식,1.42E+12,김밥,2000,00:00.0,중랑구
161,1.42E+12,솔밭숯불생고기,중화동,서울특별시 중랑구 동일로 806 (중화동),,02-437-0252,한식,1.42E+12,삼겹살,12000,00:00.0,중랑구
